id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
35145,VOBL,large_airport,Kempegowda International Airport Bengaluru,13.1979,77.706299,3000,AS,IN,IN-KA,Bengaluru,yes,VOBL,BLR,,http://www.bengaluruairport.com/home/home.jspx,https://en.wikipedia.org/wiki/Kempegowda_International_Airport,Bangalore
26545,VEBN,large_airport,Lal Bahadur Shastri International Airport,25.452171,82.862549,266,AS,IN,IN-UP,Varanasi,yes,VEBN,VNS,,https://www.aai.aero/en/airports/varanasi,https://en.wikipedia.org/wiki/Lal_Bahadur_Shastri_Airport,"VIBN, Babatpur Airport, Varanasi Airport"
26501,VEGT,large_airport,Lokpriya Gopinath Bordoloi International Airport,26.106654,91.585226,162,AS,IN,IN-AS,Guwahati,yes,VEGT,GAU,,http://aai.aero/guwahati/index.jsp,https://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport,"Borjhar Airport, Mountain Shadow Air Force Station"
26559,VIHR,large_airport,Maharaja Agrasen International Airport,29.186065,75.74142,700,AS,IN,IN-HR,Hisar,yes,VIHR,HSS,,,https://en.wikipedia.org/wiki/Hisar_Airport,Hisar
26617,VOML,large_airport,Mangaluru International Airport,12.95471,74.886812,337,AS,IN,IN-KA,Mangaluru,yes,VOML,IXE,,,https://en.wikipedia.org/wiki/Mangalore_International_Airport,Bajpe Airport
342094,VOGA,large_airport,Manohar International Airport,15.744257,73.860625,552,AS,IN,IN-GA,Mopa,yes,VOGA,GOX,,https://www.miagoaairport.com/,https://en.wikipedia.org/wiki/Manohar_International_Airport,Mopa International
3301,VAOZ,large_airport,Nashik International Airport,20.119101,73.912903,1900,AS,IN,IN-MM,Nashik,yes,VAOZ,ISK,,https://www.goindigo.in/airport-directory/india/nashik-isk.html,https://en.wikipedia.org/wiki/Nashik_Airport,VA35
342093,IN-0276,large_airport,Navi Mumbai International Airport,18.984597,73.065253,184,AS,IN,IN-MM,Navi Mumbai,yes,VANM,NMI,,,https://en.wikipedia.org/wiki/Navi_Mumbai_International_Airport,"D. B. Patil, new airport"
26496,VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.654012,88.44765,16,AS,IN,IN-WB,Kolkata,yes,VECC,CCU,,https://www.nscbiairport.com/,https://en.wikipedia.org/wiki/Netaji_Subhash_Chandra_Bose_International_Airport,"Calcutta, Kolkatta, Dum Dum Air Force Station"
26455,VAPO,large_airport,Pune International Airport,18.5821,73.919701,1942,AS,IN,IN-MM,Pune,yes,VAPO,PNQ,,,https://en.wikipedia.org/wiki/Pune_Airport,"Lohegaon Airport, Lohegaon Air Force Station"
26439,VABP,large_airport,Raja Bhoj International Airport,23.2875,77.337402,1711,AS,IN,IN-MP,Bhopal,yes,VABP,BHO,,http://aai.aero/allAirports/bhopal_generalinfo.jsp,https://en.wikipedia.org/wiki/Bhopal_Airport,
35141,VOHS,large_airport,Rajiv Gandhi International Airport,17.231318,78.429855,2024,AS,IN,IN-TG,Hyderabad,yes,VOHS,HYD,,http://www.hyderabad.aero/,https://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,"Shamshabad, Hyderabad"
512065,VAHS,large_airport,Rajkot International Airport,22.378824,71.039391,647,AS,IN,IN-GJ,Rajkot,yes,VAHS,HSR,,,https://en.wikipedia.org/wiki/Rajkot_International_Airport,Hirasar Airport
26431,VAAH,large_airport,Sardar Vallabh Patel International Airport,23.0772,72.634697,189,AS,IN,IN-GJ,Ahmedabad,yes,VAAH,AMD,,https://www.adani.com/svpia-ahmedabad-airport,https://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport,Gandhinagar Air Force Station
26550,VICG,large_airport,Shaheed Bhagat Singh International Airport,30.6735,76.788498,1012,AS,IN,IN-CH,Chandigarh,yes,VICG,IXC,,,https://en.wikipedia.org/wiki/Chandigarh_Airport,Chandigarh Air Force Station
26578,VISR,large_airport,Sheikh ul Alam International Airport,33.987099,74.7742,5429,AS,IN,IN-JK,Srinagar,yes,VISR,SXR,,,https://en.wikipedia.org/wiki/Srinagar_Airport,Srinagar Air Force Station
327452,VASD,large_airport,Shirdi International Airport,19.689211,74.373655,1926,AS,IN,IN-MM,Kakadi,yes,VASD,SAG,,,https://en.wikipedia.org/wiki/Shirdi_Airport,"Ahmednagar, Saibaba"
26540,VIAR,large_airport,Sri Guru Ram Das Ji International Airport,31.7096,74.797302,756,AS,IN,IN-PB,Amritsar,yes,VIAR,ATQ,,http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,https://en.wikipedia.org/wiki/Sri_Guru_Ram_Dass_Jee_International_Airport,Amritsar Air Force Station
26461,VASU,large_airport,Surat International Airport,21.115531,72.743251,16,AS,IN,IN-GJ,Surat,yes,VASU,STV,,https://suratinternationalairport.com/,https://en.wikipedia.org/wiki/Surat_Airport,
26629,VOTV,large_airport,Thiruvananthapuram International Airport,8.481889,76.920029,15,AS,IN,IN-KL,Thiruvananthapuram,yes,VOTV,TRV,,https://www.adani.com/thiruvananthapuram-airport,https://en.wikipedia.org/wiki/Trivandrum_International_Airport,"Thiruvananthapuram International Airport, Trivandrum Air Force Station"
26628,VOTR,large_airport,Tiruchirappalli International Airport,10.762915,78.717741,288,AS,IN,IN-TN,Tiruchirappalli,yes,VOTR,TRZ,,,https://en.wikipedia.org/wiki/Tiruchirappalli_International_Airport,"Trichy, Trichinopoly, RAF Kajamalai"
26627,VOTP,large_airport,Tirupati International Airport,13.631988,79.539869,350,AS,IN,IN-AP,Tirupati,yes,VOTP,TIR,,http://aai.aero/allAirports/tirupati_generalinfo.jsp,https://en.wikipedia.org/wiki/Tirupati_Airport,
26438,VABO,large_airport,Vadodara International Airport,22.336201,73.226303,129,AS,IN,IN-GJ,Vadodara,yes,VABO,BDQ,,http://aai.aero/allAirports/vadodara_generalinfo.jsp,https://en.wikipedia.org/wiki/Vadodara_Airport,Civil Airport Harni
26620,VOPB,large_airport,Veer Savarkar International Airport / INS Utkrosh,11.640194,92.72902,13,AS,IN,IN-AN,Port Blair,yes,VOPB,IXZ,,,https://en.wikipedia.org/wiki/Veer_Savarkar_International_Airport,"Port Blair Airport, Port Blair Air Force Station"
26606,VOBZ,large_airport,Vijayawada International Airport,16.530011,80.804888,82,AS,IN,IN-AP,Vijayawada,yes,VOBZ,VGA,,https://www.aai.aero/en/airports/vijayawada,https://en.wikipedia.org/wiki/Vijayawada_Airport,
26523,VEVZ,large_airport,Visakhapatnam International Airport,17.723506,83.227729,15,AS,IN,IN-AP,Visakhapatnam,yes,VOVZ,VTZ,,http://www.vizagairport.in/,https://en.wikipedia.org/wiki/Visakhapatnam_Airport,"VEVZ, Visakhapatnam, Vizag"
26489,VEAT,medium_airport,Agartala - Maharaja Bir Bikram Airport,23.886999,91.240402,46,AS,IN,IN-TR,Agartala,yes,VEAT,IXA,,,https://en.wikipedia.org/wiki/Agartala_Airport,"Singerbhil Airport, Agartala Air Force Station"
26602,VOAT,medium_airport,Agatti Airport,10.8237,72.176003,14,AS,IN,IN-LD,Agatti,yes,VOAT,AGX,,,https://en.wikipedia.org/wiki/Agatti_Aerodrome,
26537,VIAG,medium_airport,Agra Airport / Agra Air Force Station,27.157975,77.961025,551,AS,IN,IN-UP,Agra,yes,VIAG,AGR,,,https://en.wikipedia.org/wiki/Agra_Airport,"Kheria Airport, Pandit Deen Dayal Upadhyay Airport, RAF Agra"
26433,VAAU,medium_airport,Aurangabad Airport,19.862875,75.396312,1911,AS,IN,IN-MM,Aurangabad,yes,VAAU,IXU,,http://aai.aero/allAirports/aurangabad_generalinfo.jsp,https://en.wikipedia.org/wiki/Aurangabad_Airport,"Chikkalthana Airport, Chhatrapati Sambhajinagar"
26549,VIBY,medium_airport,Bareilly Air Force Station,28.4221,79.450798,580,AS,IN,IN-UP,Bareilly,yes,VIBY,BEK,,,https://en.wikipedia.org/wiki/Trishul_Air-base,Trishul Air Base
26437,VABM,medium_airport,Belagavi Airport,15.8593,74.618301,2487,AS,IN,IN-KA,Belgaum,yes,VOBM,IXG,,,https://en.wikipedia.org/wiki/Belgaum_Airport,VABM
26440,VABV,medium_airport,Bhavnagar Airport,21.752199173,72.1852035522,44,AS,IN,IN-GJ,Bhavnagar,yes,VABV,BHU,,http://aai.aero/allAirports/bhavnagar.jsp,https://en.wikipedia.org/wiki/Bhavnagar_Airport,
26436,VABJ,medium_airport,Bhuj Airport,23.2877998352,69.6701965332,268,AS,IN,IN-GJ,Bhuj,yes,VABJ,BHJ,,http://aai.aero/allAirports/bhuj_generalinfo.jsp,https://en.wikipedia.org/wiki/Bhuj_Airport,"Bhuj Rudra Mata Air Force Station, Shyamji Krishna Verma, Bhuj Airport"
26435,VEBU,medium_airport,Bilaspur Airport,21.9884,82.111,899,AS,IN,IN-CT,Bilaspur,yes,VEBU,PAB,,,https://en.wikipedia.org/wiki/Bilaspur_Airport,VABI
26519,VERC,medium_airport,Birsa Munda Airport,23.314300537100003,85.3217010498,2148,AS,IN,IN-JH,Ranchi,yes,VERC,IXR,,http://airportsindia.org.in/allAirports/ranchi.jsp,https://en.wikipedia.org/wiki/Birsa_Munda_Airport,
3319,VEDH,medium_airport,Darbhanga Airport,26.192801,85.916901,156,AS,IN,IN-BR,Darbhanga,yes,VEDH,DBR,VEDH,,https://en.wikipedia.org/wiki/Darbhanga_Airport,
26554,VIDN,medium_airport,Dehradun Jolly Grant Airport,30.189243,78.176651,1831,AS,IN,IN-UT,Dehradun (Jauligrant),yes,VIDN,DED,,http://aai.aero/allAirports/dehradun_generalinfo.jsp,https://en.wikipedia.org/wiki/Jolly_Grant_Airport,"Jauligrant, Jolly Grant"
26512,VEMN,medium_airport,Dibrugarh Airport,27.4839000702,95.0168991089,362,AS,IN,IN-AS,Dibrugarh,yes,VEMN,DIB,,,https://en.wikipedia.org/wiki/Dibrugarh_Airport,Mohanbari Air Force Station
26513,VEMR,medium_airport,Dimapur Airport,25.883899688699998,93.77110290530001,487,AS,IN,IN-NL,Dimapur,yes,VEMR,DMU,,,https://en.wikipedia.org/wiki/Dimapur_Airport,
26502,VEGY,medium_airport,Gaya Airport,24.744301,84.951202,380,AS,IN,IN-BR,Gaya,yes,VEGY,GAY,,,https://en.wikipedia.org/wiki/Gaya_Airport,
3299,VA2C,medium_airport,Gondia Airport,21.526817,80.290347,987,AS,IN,IN-MM,Gondia,yes,VAGD,GDB,VA2C,,https://en.wikipedia.org/wiki/Gondia_Airport,Birsi
26500,VEGK,medium_airport,Gorakhpur Airport,26.739700317399997,83.4496994019,259,AS,IN,IN-UP,Gorakhpur,yes,VEGK,GOP,,http://www.aai.aero/allAirports/gorakhpur.jsp,https://en.wikipedia.org/wiki/Gorakhpur_Airport,Gorakhpur Air Force Station
26558,VIGR,medium_airport,Gwalior Airport,26.29330062866211,78.22779846191406,617,AS,IN,IN-MP,Gwalior,yes,VIGR,GWL,,,https://en.wikipedia.org/wiki/Gwalior_Airport,Maharajpur Air Force Station
26445,VAHB,medium_airport,Hubballi Airport,15.361084,75.082096,2171,AS,IN,IN-KA,Hubballi,yes,VOHB,HBX,,http://www.airportsindia.org.in/allAirports/hubli_generalinfo.jsp,https://en.wikipedia.org/wiki/Hubli_Airport,"Hubli, VAHB"
354546,IN-0308,medium_airport,Itanagar Donyi Polo Hollongi Airport,26.96683,93.638792,328,AS,IN,IN-AR,Hollongi,yes,VEHO,HGI,,,https://en.wikipedia.org/wiki/Itanagar_Airport,
26447,VAJB,medium_airport,Jabalpur Airport,23.177799,80.052002,1624,AS,IN,IN-MP,Jabalpur,yes,VAJB,JLR,,,https://en.wikipedia.org/wiki/Jabalpur_Airport,
26564,VIJR,medium_airport,Jaisalmer Airport,26.8887,70.864998,751,AS,IN,IN-RJ,,yes,VIJR,JSA,,,https://en.wikipedia.org/wiki/Jaisalmer_Airport,Jaisalmer Air Force Station
26565,VIJU,medium_airport,Jammu Airport,32.688849,74.838152,996,AS,IN,IN-JK,Jammu,yes,VIJU,IXJ,,,https://en.wikipedia.org/wiki/Jammu_Airport,Satwari Airport
26448,VAJM,medium_airport,Jamnagar Airport,22.465499877929688,70.01260375976562,69,AS,IN,IN-GJ,Jamnagar,yes,VAJM,JGA,,,https://en.wikipedia.org/wiki/Jamnagar_Airport,Jamnagar Air Force Station
26517,VEPT,medium_airport,Jay Prakash Narayan Airport,25.591299,85.087997,170,AS,IN,IN-BR,Patna,yes,VEPT,PAT,,http://airportsindia.org.in/allAirports/patna_techinfo.jsp,https://en.wikipedia.org/wiki/Jay_Prakash_Narayan_Airport,Lok Nayah Jayprakash
26562,VIJO,medium_airport,Jodhpur Airport,26.251100540161133,73.04889678955078,717,AS,IN,IN-RJ,Jodhpur,yes,VIJO,JDH,,,https://en.wikipedia.org/wiki/Jodhpur_Airport,Jodhpur Air Force Station
26507,VEJT,medium_airport,Jorhat Airport,26.730456,94.175416,311,AS,IN,IN-AS,Jorhat,yes,VEJT,JRH,,http://aai.aero/allAirports/jorhat_airpo_gi.jsp,https://en.wikipedia.org/wiki/Jorhat_Airport,"Rowriah Airport, Jorhat Air Force Station"
26611,VOCP,medium_airport,Kadapa Airport,14.513154,78.769183,430,AS,IN,IN-AP,Kadapa,yes,VOCP,CDP,,,https://en.wikipedia.org/wiki/Kadapa_Airport,Cuddapah
26449,VAKE,medium_airport,Kandla Airport,23.1127,70.100304,96,AS,IN,IN-GJ,Kandla,yes,VAKE,IXY,,http://aai.aero/allAirports/kandla_generalinfo.jsp,https://en.wikipedia.org/wiki/Kandla_Airport,
26557,VIGG,medium_airport,Kangra Airport,32.164902,76.263018,2525,AS,IN,IN-HP,Kangra,yes,VIGG,DHM,,https://www.aai.aero/en/airports/kangra-gaggal,https://en.wikipedia.org/wiki/Kangra_Airport,"Dharamshala, Gaggal"
26551,VICX,medium_airport,Kanpur Airport,26.404301,80.410103,410,AS,IN,IN-UP,Kanpur,yes,VEKA,KNU,VEKA,,https://en.wikipedia.org/wiki/Kanpur_Airport,"VECX (IAF Stn), VICX, Ganesh Shankar Vidyarthi Airport, Chakeri Air Force Station"
317982,VEDG,medium_airport,Kazi Nazrul Islam Airport,23.6225,87.243,300,AS,IN,IN-WB,Durgapur,yes,VEDG,RDP,,,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam_Airport,"Andal Airport, Durgapur Airport"
26452,VAKS,medium_airport,Keshod Airport,21.317101,70.270401,167,AS,IN,IN-GJ,Keshod,yes,VAKS,IXK,,https://www.aai.aero/en/airports/keshod,https://en.wikipedia.org/wiki/Keshod_Airport,
26450,VAKJ,medium_airport,Khajuraho Airport,24.8172,79.918602,728,AS,IN,IN-MP,Khajuraho,yes,VEKO,HJR,,https://www.aai.aero/en/airports/khajuraho,https://en.wikipedia.org/wiki/Khajuraho_Airport,VAKJ
327453,VIKG,medium_airport,Kishangarh Airport Ajmer,26.591007,74.812956,,AS,IN,IN-RJ,Ajmer (Kishangarh),yes,VIKG,KQH,,,https://en.wikipedia.org/wiki/Kishangarh_Airport,
26451,VAKP,medium_airport,Kolhapur Airport,16.6647,74.289398,1996,AS,IN,IN-MM,Kolhapur,yes,VAKP,KLH,,,https://en.wikipedia.org/wiki/Kolhapur_Airport,
26546,VIBR,medium_airport,Kullu Manali Airport,31.876699,77.154404,3573,AS,IN,IN-HP,Bhuntar,yes,VIBR,KUU,,,https://en.wikipedia.org/wiki/Kullu%E2%80%93Manali_Airport,
340146,VOKU,medium_airport,Kurnool Airport,15.716288,78.16923,920,AS,IN,IN-AP,Orvakal,yes,VOKU,KJB,KJB,,https://en.wikipedia.org/wiki/Kurnool_Airport,Orvakal
26569,VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.135899,77.546501,10682,AS,IN,IN-LA,Leh,yes,VILH,IXL,,http://airportsindia.org.in/allAirports/leh_generalinfo.jsp,https://en.wikipedia.org/wiki/Leh_Kushok_Bakula_Rimpochee_Airport,Leh Air Force Station
26510,VELP,medium_airport,Lengpui Airport,23.840599,92.619698,1398,AS,IN,IN-MZ,Aizawl (Lengpui),yes,VELP,AJL,,http://www.aai.aero/allAirports/lengpui.jsp,https://en.wikipedia.org/wiki/Lengpui_Airport,
26511,VELR,medium_airport,Lilabari North Lakhimpur Airport,27.295682,94.097266,330,AS,IN,IN-AS,Lilabari,yes,VELR,IXI,,,https://en.wikipedia.org/wiki/Lilabari_Airport,
598586,IN-0393,medium_airport,Maa Mahamaya Airport,22.98753,83.19612,1930,AS,IN,IN-CT,Ambikapur,yes,,AHA,,https://www.aai.aero/en/node/71997,https://en.wikipedia.org/wiki/Maa_Mahamaya_Airport,"Ambikapur, Darima"
26616,VOMD,medium_airport,Madurai Airport,9.83450984955,78.09339904790001,459,AS,IN,IN-TN,Madurai,yes,VOMD,IXM,,http://www.airportsindia.org.in/allAirports/madurai_airpo_gi.jsp,https://en.wikipedia.org/wiki/Madurai_Airport,Madurai Air Force Station
26462,VAUD,medium_airport,Maharana Pratap Airport,24.617700576799997,73.89610290530001,1684,AS,IN,IN-RJ,Udaipur,yes,VAUD,UDR,,http://www.airportsindia.org.in/allAirports/udaipur_airpo_gi.jsp,https://en.wikipedia.org/wiki/Udaipur_Airport,Dabok Airport
46512,IN-0025,medium_airport,Maharshi Valmiki International Airport,26.747736,82.163664,335,AS,IN,IN-UP,Faizabad,yes,VEAY,AYJ,,,https://en.wikipedia.org/wiki/Ayodhya_Airport,Maharishi Valmiki International
558007,VIMB,medium_airport,Moradabad Airport,28.81746,78.92187,637,AS,IN,IN-UP,Moradabad,yes,VIMB,MZS,,,https://en.wikipedia.org/wiki/Moradabad_Airport,
3341,VALT,medium_airport,Murod Kond Airport,18.411501,76.464699,2136,AS,IN,IN-MM,Latur,yes,VALT,LTU,,,https://en.wikipedia.org/wiki/Latur_Airport,
31996,VOMY,medium_airport,Mysore Airport,12.229751,76.653683,2349,AS,IN,IN-KA,Mysore,yes,VOMY,MYQ,,,https://en.wikipedia.org/wiki/Mysore_Airport,"Mysuru, Mandakalli airport"
30180,VAND,medium_airport,Nanded Airport,19.1833,77.316704,1250,AS,IN,IN-MM,Nanded,yes,VOND,NDC,VOND,,https://en.wikipedia.org/wiki/Nanded_Airport,
26573,VIPT,medium_airport,Pantnagar Airport,29.0334,79.473701,769,AS,IN,IN-UP,Pantnagar,yes,VIPT,PGH,,,https://en.wikipedia.org/wiki/Pantnagar_Airport,Panthnagar
26571,VIPK,medium_airport,Pathankot Airport,32.233611,75.634444,1017,AS,IN,IN-PB,Pathankot,yes,VIPK,IXP,,,https://en.wikipedia.org/wiki/Pathankot_Airport,
26621,VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134,AS,IN,IN-PY,Puducherry (Pondicherry),yes,VOPC,PNY,,,https://en.wikipedia.org/wiki/Pondicherry_Airport,
26456,VAPR,medium_airport,Porbandar Airport,21.649524,69.656405,23,AS,IN,IN-GJ,Porbandar,yes,VAPR,PBD,,http://www.airportsindia.org.in/allAirports/porbander.jsp,https://en.wikipedia.org/wiki/Porbandar_Airport,
26538,VIAL,medium_airport,Prayagraj Airport,25.4401,81.733902,322,AS,IN,IN-UP,Allahabad,yes,VEAB,IXD,VEAB,https://www.aai.aero/en/node/75695,https://en.wikipedia.org/wiki/Prayagraj_Airport,"VIAL, Allahabad Bamrauli Airport, Bamrauli Air Force Station"
26623,VORY,medium_airport,Rajahmundry Airport,17.105799,81.813204,151,AS,IN,IN-AP,Madhurapudi,yes,VORY,RJA,,http://aai.aero/allAirports/rajahmundry_generalinfo.jsp,https://en.wikipedia.org/wiki/Rajahmundry_Airport,
3288,VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000,AS,IN,IN-MP,Rewa,yes,VA1G,REW,VA1G,,https://en.wikipedia.org/wiki/Rewa_Airport,
26492,VEBI,medium_airport,Shillong Airport,25.70359992980957,91.97869873046875,2910,AS,IN,IN-ML,Shillong,yes,VEBI,SHL,,,https://en.wikipedia.org/wiki/Shillong_Airport,"Barapani Airport, Barapani Air Force Station, Umroi Airport"
26509,VEKU,medium_airport,Silchar Airport,24.9129009247,92.97869873050001,352,AS,IN,IN-AS,Silchar,yes,VEKU,IXS,,http://aai.aero/allAirports/silchar_general.jsp,https://en.wikipedia.org/wiki/Silchar_Airport,Kumbhigram Air Force Station
331218,IN-0107,medium_airport,Sindhudurg Airport,16.002552,73.529846,203,AS,IN,IN-MM,Chipi,yes,VOSR,SDW,,,https://en.wikipedia.org/wiki/Sindhudurg_Airport,VA85
26459,VARP,medium_airport,Swami Vivekananda Airport,21.180401,81.7388,1041,AS,IN,IN-CT,Raipur,yes,VERP,RPR,,http://aai.aero/allAirports/raipur_generalinfo.jsp,https://en.wikipedia.org/wiki/Swami_Vivekananda_Airport,"VARP, Mana Airport, Raipur Airport"
26521,VETZ,medium_airport,Tezpur Airport,26.7091007232666,92.78469848632812,240,AS,IN,IN-AS,,yes,VETZ,TEZ,,,https://en.wikipedia.org/wiki/Tezpur_Airport,"Salonibari Airport, Tezpur Air Force Station"
26522,VEUK,medium_airport,Utkela Airport,20.097778,83.183333,685,AS,IN,IN-OR,Bhawanipatna,yes,VEUK,UKE,,,https://en.wikipedia.org/wiki/Utkela_Airport,
26542,VIAX,small_airport,Adampur Airport,31.4338,75.758797,775,AS,IN,IN-PB,Adampur,yes,VIAX,AIP,,,https://en.wikipedia.org/wiki/Adampur_Air_Force_Base,Adampur Air Force Station
298454,VIAH,small_airport,Aligarh Airport,27.861437,78.145404,619,AS,IN,IN-UP,Aligarh,yes,VIAH,HRH,,,https://en.wikipedia.org/wiki/Aligarh_Airport,Dhanipur
312234,VEDO,small_airport,Deoghar Airport,24.446842,86.704955,361,AS,IN,IN-JH,Deoghar,yes,VEDO,DGH,,https://www.aai.aero/en/airports/deoghar,https://en.wikipedia.org/wiki/Deoghar_Airport,
3296,VA1P,small_airport,Diu Airport,20.714185,70.921855,31,AS,IN,IN-DH,Diu,yes,VADU,DIU,VADU,http://aai.aero/allAirports/diu_airpo_gi.jsp,https://en.wikipedia.org/wiki/Diu_Airport,VA1P
26556,VIDX,small_airport,Hindon Airport / Hindon Air Force Station,28.707701,77.358902,700,AS,IN,IN-UP,Ghaziabad,yes,VIDX,HDO,,,https://en.wikipedia.org/wiki/Hindon_Airport,
31698,IN-JGB,small_airport,Jagdalpur Airport,19.074301,82.036797,1822,AS,IN,IN-CT,Jagdalpur,yes,VEJR,JGB,VEJR,,https://en.wikipedia.org/wiki/Jagdalpur_Airport,
3303,VAJL,small_airport,Jalgaon Airport,20.962678,75.627492,818,AS,IN,IN-MM,Jalgaon,yes,VAJL,JLG,,,https://en.wikipedia.org/wiki/Jalgaon_Airport,VA47
26505,VEJH,small_airport,Jharsuguda Airport,21.9135,84.0504,751,AS,IN,IN-OR,,yes,VEJH,JRG,,,https://en.wikipedia.org/wiki/Jharsuguda_Airport,
506610,VOGB,small_airport,Kalaburagi Airport,17.308154,76.965246,1571,AS,IN,IN-KA,Kalaburagi,yes,VOGB,GBI,,,https://en.wikipedia.org/wiki/Kalaburagi_Airport,Gulbarga
525168,VISV,small_airport,Shravasti Airport,27.499732,82.032927,366,AS,IN,IN-UP,Shravasti,yes,VISV,VSV,,,https://en.wikipedia.org/wiki/Shravasti_Airport,
3342,VOTK,small_airport,Tuticorin Airport,8.724241,78.025803,129,AS,IN,IN-TN,Vagaikulam,yes,VOTK,TCR,,,https://en.wikipedia.org/wiki/Tuticorin_Airport,"VO80, Tuticorin Southwest Airport, Thoothukudi"
